S1_TN	S1_TP	S2_TN	S2_TP	S3_TN	S3_TP	S4_TN	S4_TP	S5_TN	S5_TP	S6_TN	S6_TP	S7_TN	S7_TP
RP11-74C13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTB-89H12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092162.1	226	549	608	839	600	787	450	855	1221	1062	830	993	114	813
RP11-517P14.2	2	1	2	9	2	2	1	2	6	6	5	4	0	0
AC073264.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01183	1807	3433	4199	7494	3370	5457	2385	4828	2555	4366	3795	5614	3828	7488
FAM133DP	71	81	86	80	85	67	36	38	110	84	144	79	71	57
RP5-828H9.1	13	17	11	37	2	29	0	5	7	7	13	55	4	53
CALM1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF32-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3A3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-69L16.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2533K21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027612.3	3	3	9	7	2	6	4	0	5	3	6	4	7	3
RP11-464C19.2	2	6	11	6	5	0	14	0	5	6	17	3	21	0
RP11-369F10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6R1P	0	0	0	0	2	11	8	0	6	8	2	3	0	2
RP13-228J13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021016.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IRD1P1	49	45	66	81	147	103	239	52	63	68	82	80	198	52
CCT5P2	4	1	3	0	0	2	0	1	5	1	1	1	0	3
PHBP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093609.1	5	11	2	2	2	3	0	1	0	5	6	8	0	10
IMP3P1	0	3	0	1	0	0	0	0	0	0	0	1	0	0
FTX	55286	59138	87183	81726	64213	61405	71033	70230	76953	75733	78251	73539	51129	55459
RPSAP8	0	2	1	2	0	3	1	1	0	0	2	2	0	0
AC090804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P2	1	5	5	4	3	5	0	4	1	1	1	1	0	0
GPAA1P2	0	0	1	0	0	1	0	0	3	0	3	0	0	1
RP3-331H24.4	7	6	0	4	1	7	0	3	2	14	4	0	0	0
OR2H4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018495.3	0	0	0	0	0	0	0	0	0	0	11	0	0	0
RP11-73B2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-402G3.3	1092	1027	377	713	387	551	894	720	1024	1159	310	409	454	1231
AC011753.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSEN15P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006326.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC159540.1	57	65	82	143	50	43	66	78	69	93	58	92	29	78
AC005722.4	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RP11-167P22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1P27	0	0	1	0	2	0	0	1	0	0	3	0	0	0
AC004237.1	114	86	107	109	119	113	100	168	135	64	92	111	67	134
HM13-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNLL1P7	0	0	0	2	0	0	0	4	0	2	0	2	0	4
RP5-1198O20.4	80	59	118	116	92	63	138	72	106	77	104	93	179	126
AC079987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3F3AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC080002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCRHP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-469A15.2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RP11-286H14.4	14	11	7	15	14	10	12	7	7	9	6	18	2	28
RP1-155D22.1	1	0	0	4	3	2	0	0	0	3	0	3	0	0
RP4-781K5.6	3	6	3	15	5	9	5	2	2	11	3	0	1	2
RPS23P8	21	21	70	131	15	36	105	105	25	39	33	45	42	1
DNM3OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-359N11.1	0	0	10	12	1	8	26	0	11	1	10	3	11	0
RP5-996D20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F60P	5	8	18	12	12	14	3	3	6	23	22	18	3	5
RPL36P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTA-246H3.8	326	367	472	574	222	264	257	398	502	466	189	209	234	156
RP11-486B10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R36P	0	0	0	2	0	1	0	0	0	0	0	0	0	0
USP12-AS2	7	8	25	44	14	28	0	8	18	63	20	21	4	8
LA16c-60G3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016682.1	6	3	12	16	12	15	6	8	8	26	6	9	16	42
KLF2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022816.2	8	19	2	38	2	25	54	28	12	23	0	16	3	25
RP3-406P24.3	16	19	10	23	5	5	49	13	48	34	28	17	12	8
AC024084.1	0	4	4	2	25	4	1	2	4	1	21	0	8	4
AC112229.1	33	25	19	18	28	17	9	12	50	62	25	20	47	49
RGPD4-AS1	0	2	3	0	0	0	0	0	1	1	0	1	0	2
RP11-666G4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E55P	1	4	1	8	9	0	4	39	1	0	20	6	0	8
PRB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL7-AS1	9	14	18	40	21	42	20	68	37	40	48	51	2	19
RP11-466F5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YY1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNPO1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM224B	0	0	27	32	0	0	0	0	17	24	12	18	10	4
PRKRIRP1	4	2	5	7	6	2	4	4	4	13	6	8	11	8
CEACAM22P	14	11	16	25	24	20	21	85	27	26	20	44	20	21
SETSIP	13	13	8	4	3	2	1	2	14	10	10	8	2	3
XXyac-YR29IB3.1	5	0	0	0	0	2	3	0	4	0	4	1	1	0
NDUFS5P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1P3	6	5	4	20	11	4	11	7	18	24	12	16	5	5
RP11-65J3.3	70	55	341	111	495	103	220	31	145	94	491	155	116	104
ENO1-AS1	4	0	1	9	5	8	2	4	11	8	3	1	6	12
AC004869.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CEACAMP4	1	6	2	10	3	14	0	0	5	4	3	17	75	11
GRPEL2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-409K20.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC067945.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1114G22.2	0	0	1	0	0	2	0	4	0	0	0	1	0	0
AC013402.5	2	0	53	36	36	13	2	6	14	11	84	31	1	8
MRPL35P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-62F24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012462.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AC011753.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAP18P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2330K9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-54O7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-681L4.1	2	1	0	2	0	1	16	0	3	1	2	2	1	0
RP11-293P20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-117P20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-998G20.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RP11-364B14.3	4	3	5	6	6	7	3	2	1	0	6	10	0	0
AC104024.1	0	0	2	2	3	4	0	0	2	8	4	0	0	2
LINC00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE13P	8	5	8	10	10	17	15	3	14	8	9	4	8	1
AP000354.4	1	0	0	2	2	1	0	0	1	0	1	0	1	0
RP11-152L7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-274B21.4	63	58	57	49	76	68	115	90	87	77	56	47	20	13
KRT8P7	2	0	0	1	0	1	0	0	0	2	4	8	0	1
RP11-272L13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-14C22.6	1	0	0	1	0	0	0	0	0	0	2	0	0	0
RP4-612B15.2	0	0	0	4	0	0	2	0	0	0	2	2	2	0
LINC01001	0	0	0	0	2	1	0	0	0	0	2	0	1	0
RP4-738P15.1	54	29	105	125	88	38	20	6	105	86	97	80	171	61
RBMY2WP	0	0	2	0	0	0	0	0	1	2	0	0	0	0
RP11-240D10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-296L22.8	8	7	2	10	4	2	0	3	23	5	8	1	0	0
AC074011.2	30	8	79	57	34	36	72	127	52	64	64	73	54	44
RP11-478K15.6	3	1	30	40	54	15	12	40	4	2	22	9	1	0
AC127904.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092171.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-413E1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-149A16.3	44	20	40	60	17	40	180	19	74	59	56	35	15	3
AC106870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-331H2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC22CB-1D7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006007.1	0	0	0	2	0	3	0	0	1	0	0	0	0	0
AC021188.4	102	62	257	90	258	123	122	217	178	108	306	132	217	146
RP11-541H12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDAD1P2	9	14	9	16	15	15	6	12	15	8	20	20	10	25
AC007036.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF341-AS1	44	40	32	49	50	47	15	9	91	87	25	26	42	81
RP11-343J3.7	9	6	7	4	1	0	14	0	7	20	1	2	15	0
RHOQP3	1	1	5	3	0	2	2	6	3	4	3	3	1	0
NFU1P1	0	1	0	1	1	0	2	1	0	1	1	0	3	0
SNAP23P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-153F1.2	17	9	7	28	6	9	3	4	34	30	20	18	3	5
MTND1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-251P6.1	1	3	0	0	1	2	1	2	0	1	1	2	4	2
RP3-408N23.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R108P	74	76	92	87	78	60	53	102	144	131	50	71	35	29
AC079807.4	39	30	63	114	79	69	38	80	49	45	53	70	65	94
RP11-318C24.1	1	1	3	4	0	3	1	1	5	0	3	1	0	0
ANKRD63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-140J1.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP1-215K18.4	8	11	0	2	4	2	0	2	5	3	1	3	0	0
RP11-508N12.2	12	34	20	54	12	21	1	21	8	37	6	22	16	1
AC009961.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006326.3	0	0	0	4	1	1	2	0	0	0	1	0	0	0
PSAT1P3	1	0	0	1	3	2	1	2	0	3	2	9	3	0
RP11-560L11.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012456.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCE1P5	223	221	197	207	628	468	303	236	365	376	240	219	530	352
AF015720.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLA-K	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-368M16.9	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD3-AS1	0	2	2	0	0	0	0	0	0	0	0	0	0	2
AC007279.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-243J16.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097532.2	0	3	1	0	0	0	0	0	2	1	2	5	1	0
C2orf27AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL132709.1	11	18	40	25	10	9	1	0	18	20	31	39	26	3
SRGAP2-AS1	133	121	79	103	65	71	22	85	157	134	76	70	32	70
AC099535.4	1	1	0	6	0	4	2	1	3	3	0	1	0	0
RP11-309P22.1	12	13	3	9	1	7	7	29	3	16	4	9	4	1
LINC01358	93	68	215	137	209	89	60	142	317	311	383	170	347	425
RP11-690C23.5	2	1	0	0	0	1	0	0	6	0	0	0	0	1
USP9YP24	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-49O14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01362	1438	1421	1742	2318	1178	1513	1162	1230	1909	2261	1913	2513	1311	1927
MTND2P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF736P5Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000362.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-288A10.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBX1P1	12	10	27	23	36	34	25	31	11	18	20	39	44	21
AC005532.5	679	825	509	472	541	572	252	435	1151	1082	495	322	327	609
RP11-417B4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-492I2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2186M15.1	0	0	0	0	1	0	1	0	0	1	0	0	0	0
ARPP21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007349.7	54	15	58	28	59	40	53	138	62	44	48	50	85	37
RP11-325P15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPEP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068580.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001187.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01293	42	21	0	0	74	91	135	76	197	154	299	255	0	0
RPL31P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093850.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-968J1.1	448	421	583	683	484	508	588	757	546	528	584	565	225	276
AC097463.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP15	3	3	2	17	1	6	0	9	7	3	2	7	1	1
RP11-380D15.3	1	0	3	1	0	0	0	0	2	0	1	0	0	0
ZNF674-AS1	44	29	72	83	110	91	322	196	81	63	115	66	77	33
GSTA10P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-383M4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-195E2.1	16	12	1	2	0	0	19	88	28	39	0	0	16	9
RP11-379C10.1	2	1	2	7	2	6	2	8	5	0	2	3	6	4
GOT2P2	6	8	11	22	6	10	11	77	16	7	12	17	6	1
AP006294.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-51G5.1	14	18	10	53	8	12	12	48	10	16	16	14	0	8
AC004159.1	0	0	0	0	0	0	4	0	0	0	2	0	0	0
USP9YP20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YRDCP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNB1IP1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-595K12.2	7	7	31	22	9	18	7	17	37	14	18	20	4	10
RP5-936J12.1	19	18	17	18	13	18	14	16	26	26	19	16	32	33
TSEN15P1	0	0	0	2	1	0	0	0	0	0	0	2	0	4
CTA-342B11.2	2	1	4	0	3	1	1	0	1	0	2	2	0	0
RP11-462B18.1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
AGAP10P	59	36	57	71	66	49	165	68	28	31	70	53	34	76
FBXW11P1	6	7	19	45	54	27	16	42	27	10	18	27	8	27
RPS6P23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092338.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMND1	6	7	28	49	29	22	44	58	22	18	59	46	3	52
LINC00486	414	415	705	751	1719	1425	1427	1577	615	498	462	412	823	761
RBMX2P4	1	0	2	1	7	1	3	1	4	5	2	0	0	3
RP11-486B10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005077.14	4	14	34	32	77	18	11	5	23	7	56	5	13	26
HMGB1P25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHC1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00692	19	16	5	9	5	8	5	1	17	20	17	18	4	29
RP11-67K19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-767N6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS18P12	0	1	0	0	0	0	1	3	1	0	3	1	0	0
RP11-9L18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA8-AS1	10	8	1	2	0	2	2	2	2	2	5	7	0	0
FAM204CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKRYP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XXyac-YX60D10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-525N10.2	608	692	2589	3193	1665	1897	2766	3660	1393	1678	2393	2948	1251	1583
PPIHP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-508I15.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004840.8	1	2	0	1	0	2	3	4	3	0	0	1	2	2
RP11-10B2.1	34	61	2	8	8	23	0	0	8	5	14	19	17	28
AC008063.2	10	9	2	6	1	6	0	1	6	2	3	4	0	1
RP11-527D15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-753M9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-104D21.2	15	13	27	31	10	12	16	75	24	51	23	33	1	13
TMBIM7P	23	46	25	63	26	45	14	5	53	99	33	49	11	195
RP11-34A14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-395C3.1	0	0	0	0	0	1	0	10	0	1	0	1	0	0
GXYLT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-947P14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-402P6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-775L16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR205HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-314C16.1	3	12	12	15	1	6	76	4	17	15	6	9	1	4
AC002386.1	1	5	0	3	0	4	0	0	11	7	5	10	2	0
HMGN1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-367G18.1	0	1	0	1	1	2	0	1	2	1	1	1	38	0
AC026202.5	6	10	8	3	2	2	0	0	15	5	6	6	20	1
LINC01507	22	8	1	19	15	3	2	2	10	20	0	22	0	4
HNRNPA1P68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000356.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001331.1	5	0	0	0	1	1	0	0	1	0	0	1	0	0
MTND2P21	0	0	0	0	0	0	0	0	0	4	0	0	0	0
GPS2P2	30	22	35	45	69	35	15	5	35	56	54	46	35	52
AC099344.2	1	0	1	4	4	4	6	1	1	1	2	1	3	2
RP4-631H13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-109P14.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-452M16.1	4	8	9	12	2	1	6	2	10	2	3	13	0	1
AC093166.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1086L22.1	2	1	0	7	1	4	6	0	0	1	1	3	2	0
LINC01520	26	19	18	18	1	7	0	10	11	23	8	14	2	13
AC018696.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX18P13	0	0	0	5	18	45	8	9	0	0	2	3	5	0
RP11-107I14.5	21	16	28	34	83	61	18	145	44	31	49	34	27	16
AC084149.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104024.2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HHATL-AS1	7	15	21	17	21	26	8	11	20	36	9	5	4	3
AC005703.3	7	0	18	18	18	19	6	35	4	6	9	9	0	0
AP001255.2	12	7	41	37	48	20	159	10	70	51	75	47	107	16
RP1-154J13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084193.1	5	20	13	39	26	17	2	3	7	11	9	13	5	7
AC023274.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079250.1	4	4	6	10	3	6	3	5	4	5	4	5	1	0
RPL36AP39	1	0	0	2	0	0	1	0	0	0	0	0	0	0
DSTNP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-113I24.1	2	0	10	8	7	4	0	0	4	15	12	8	0	2
RPL23AP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSBP1	331	288	459	750	479	579	673	832	424	397	321	372	261	312
RP4-734C18.1	2	6	11	1	4	7	0	2	16	6	8	4	50	1
AC092625.1	3	4	6	4	5	2	2	0	14	7	5	12	0	5
FAM201B	0	0	1	4	0	0	0	0	0	0	0	0	0	0
RPL12P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB42P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-14C22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNB1IP1P3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CECR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP3-481F12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC20P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUBNP1	1	2	5	7	3	5	2	3	5	3	5	8	2	4
RP6-109B7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-494I9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013275.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-860P4.2	21	13	38	45	7	12	19	53	29	25	74	48	88	7
AC013404.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
EIF4A1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-545P6.2	19	33	26	25	38	40	21	26	89	60	50	41	38	89
RP11-357J22.1	2	0	1	6	0	5	0	0	0	4	1	1	0	0
RPS3AP9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC00326	590	178	1460	430	255	109	39	89	814	272	1578	705	357	407
AC092431.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-175O19.4	178	128	176	203	178	161	311	511	217	219	158	132	234	226
XKRYP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079325.6	0	0	0	0	2	0	0	0	1	0	1	0	0	0
LINC00271	483	357	1365	1943	1119	1461	1417	1856	920	841	1651	2200	1148	1149
RP3-455J7.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC008271.1	10	14	23	85	6	56	8	153	32	39	30	67	2	22
AC114814.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP11-346K17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P9	5	3	3	4	3	1	0	0	2	4	5	7	0	5
RP11-445P17.3	57	54	52	90	75	70	67	72	52	71	64	74	77	92
AC103881.1	0	1	3	0	0	7	0	0	0	3	3	0	0	0
AC007238.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-428F8.2	312	284	418	302	478	375	471	455	595	398	448	339	516	347
GCNT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR52B5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-140A9.1	72	63	82	130	88	93	43	315	86	104	60	51	57	39
USP17L28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-91N2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-26D14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009236.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-290I10.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP11-122M14.1	11	9	11	19	6	9	7	2	13	12	17	9	12	11
MSANTD2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARSBP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC00395	2	14	15	9	1	3	32	18	4	0	1	6	0	0
AC103563.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006994.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-263K19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPM1P9	10	5	12	1	7	17	1	2	10	11	4	13	6	4
KRTAP21-3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BX842568.4	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OR52Y1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1068H6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP64	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-316M1.3	0	1	0	0	0	0	0	0	0	0	0	1	0	0
HCG18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-560A15.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105402.4	3	5	15	17	21	33	15	1	28	23	29	26	0	1
RP11-342H21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-760C5.3	10	35	42	38	38	76	5	10	16	10	23	30	66	24
RP11-514F8.2	0	3	1	1	0	4	0	1	5	3	5	10	0	2
AC011747.6	1	1	2	6	3	0	0	3	4	0	0	1	1	0
CTA-253N17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSSK1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-101C11.1	1	0	3	2	8	16	4	15	1	0	7	2	2	35
AC012513.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-150K15.1	0	1	4	0	2	1	0	0	3	1	2	0	0	1
GYG1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015726.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008154.4	11	3	5	7	11	9	3	14	27	14	4	6	18	5
BMS1P19	0	0	0	0	2	0	0	1	0	0	1	0	0	0
RP11-740C1.2	0	0	0	0	0	0	0	0	5	0	0	0	0	0
